Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
3357,24007,8/26/2010,Low,42,163.08,0.09,Regular Air,66.17,4.13,0.5,Joy Bell,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Avery 506,Small Box,0.39,8/30/2010
3371,24097,8/4/2010,High,1,17.19,0,Regular Air,-35.34,14.48,1.99,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,0.49,8/4/2010
3372,24097,8/4/2010,High,27,2689.48,0.04,Regular Air,399.93,99.99,19.99,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.5,8/6/2010
3373,24097,8/4/2010,High,2,15.31,0.01,Regular Air,-8.15,4.98,4.86,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 190,Small Box,0.38,8/6/2010
3380,24128,11/23/2010,High,13,270.63,0.1,Regular Air,7.07,21.98,8.32,Eugene Barchas,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Standard Lineª ÒWhile You Were OutÓ Hardbound Telephone Message Book,Wrap Bag,0.39,11/25/2010
3381,24128,11/23/2010,High,43,6583.913,0.09,Regular Air,1459.79,195.99,3.99,Eugene Barchas,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,CF 888,Small Box,0.59,11/25/2010
3434,24515,5/6/2010,Critical,41,3051.27,0.1,Delivery Truck,121.48,80.97,33.6,Eugene Barchas,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,5/8/2010
3591,25634,7/29/2010,Not Specified,29,593.32,0.03,Regular Air,28.99,20.95,4,Mike Pelletier,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.6,8/1/2010
3592,25634,7/29/2010,Not Specified,26,626.07,0.03,Express Air,185.32,23.99,6.71,Mike Pelletier,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35,7/30/2010
3641,26023,8/20/2010,High,49,120.77,0.03,Regular Air,19.86,2.47,1.02,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Staples Paper Clips,Wrap Bag,0.38,8/21/2010
3643,26051,6/27/2010,Not Specified,22,795.74,0,Delivery Truck,-127.39,33.94,19.19,Annie Cyprus,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,"Metal Folding Chairs, Beige, 4/Carton",Jumbo Drum,0.58,6/29/2010
3644,26051,6/27/2010,Not Specified,31,251.75,0.07,Regular Air,22.46,8.33,1.99,Annie Cyprus,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,6/28/2010
3658,26182,1/16/2010,Not Specified,30,4684.9,0.01,Delivery Truck,-549.27,150.98,66.27,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,1/19/2010
3711,26499,2/21/2010,Medium,11,32.4,0.05,Regular Air,8.78,2.88,0.5,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 507,Small Box,0.39,2/22/2010
3873,27680,1/26/2010,Critical,32,324.4,0.1,Regular Air,-46.98,10.89,4.5,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,1/27/2010
3874,27680,1/26/2010,Critical,19,137.02,0.01,Regular Air,-46.89,6.48,6.6,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 21,Small Box,0.37,1/27/2010
3963,28289,1/14/2010,High,31,166.76,0.01,Regular Air,-46.03,4.98,4.75,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,1/15/2010
4346,30947,7/14/2010,Low,17,691.59,0.03,Regular Air,261.24,41.94,2.99,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35,7/18/2010
4347,30947,7/14/2010,Low,45,345.2,0.01,Regular Air,183.53,7.31,0.49,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,7/18/2010
4362,31077,10/23/2010,Not Specified,36,1955.0765,0.06,Regular Air,470.83,65.99,3.9,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,StarTAC Series,Small Box,0.55,10/25/2010
4411,31492,10/15/2010,Critical,26,321.68,0.04,Regular Air,-12.25,11.97,4.98,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,10/17/2010
4412,31492,10/15/2010,Critical,34,971.95,0.09,Express Air,-21.10,29.74,6.64,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Acco Perma¨ 2700 Stacking Storage Drawers,Small Box,0.7,10/18/2010
4413,31492,10/15/2010,Critical,23,2149.03,0.03,Regular Air,-235.56,95.43,19.99,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Fellowes Stor/Drawer¨ Steel Plusª Storage Drawers,Small Box,0.79,10/16/2010
4524,32193,10/20/2010,Low,4,40.72,0.1,Express Air,-10.25,6.68,6.93,Chad Cunningham,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,10/22/2010
4525,32193,10/20/2010,Low,27,113.3,0.02,Regular Air,37.33,3.93,0.99,Chad Cunningham,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips,Wrap Bag,0.39,10/25/2010
4532,32229,8/30/2010,High,8,1219.19,0.02,Regular Air,44.37,150.98,13.99,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,8/30/2010
4533,32229,8/30/2010,High,15,28.68,0,Regular Air,-0.12,1.76,0.7,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,8/31/2010
4599,32743,5/7/2010,Critical,19,3548.67,0.01,Regular Air,1280.19,177.98,0.99,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Small Box,0.56,5/9/2010
4651,33123,11/24/2010,Medium,41,6045.98,0.08,Delivery Truck,-996.67,150.98,66.27,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,11/26/2010
4738,33703,2/6/2010,Not Specified,4,242.36,0.08,Regular Air,-131.48,60.98,1.99,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Imation 5.2GB DVD-RAM,Small Pack,0.5,2/7/2010
4739,33703,2/6/2010,Not Specified,25,802.19,0,Regular Air,56.26,29.74,6.64,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Acco Perma¨ 2700 Stacking Storage Drawers,Small Box,0.7,2/7/2010
4740,33703,2/6/2010,Not Specified,4,63.52,0.08,Express Air,-8.47,12.21,4.81,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.58,2/8/2010
4772,33894,6/14/2010,Critical,14,140.66,0,Regular Air,11.34,9.27,4.39,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,0.38,6/17/2010
4773,33894,6/14/2010,Critical,5,42.89,0.02,Regular Air,-32.48,6.84,8.37,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,6/15/2010
4774,33894,6/14/2010,Critical,48,226.5,0.09,Regular Air,-173.15,4.98,4.62,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64,6/16/2010
4775,33894,6/14/2010,Critical,13,438.93,0.04,Express Air,-119.02,32.98,5.5,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75,6/16/2010
4777,33922,2/27/2010,Not Specified,31,15251.5,0.06,Delivery Truck,5353.19,500.97,69.3,Carlos Daly,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,0.37,2/27/2010
4820,34246,10/7/2010,Critical,49,199.86,0.03,Regular Air,-257.11,4.06,6.89,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire¨ Vibra Groomer I¨ Upright Vac,Small Box,0.6,10/8/2010
4821,34246,10/7/2010,Critical,18,1888.02,0.03,Regular Air,192.33,99.99,19.99,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52,10/8/2010
4822,34246,10/7/2010,Critical,27,322.69,0.01,Regular Air,1.91,11.58,6.97,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Envelopes,"Peel & Seel¨ Recycled Catalog Envelopes, Brown",Small Box,0.35,10/9/2010
4929,35047,6/9/2010,Medium,31,148.17,0,Regular Air,-7.06,4.71,0.7,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.85,6/11/2010
5074,36134,11/22/2010,Low,6,826.9735,0.01,Regular Air,-413.33,155.99,8.99,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,R280,Small Box,0.55,11/22/2010
5139,36646,6/8/2010,Medium,24,1168.15,0.04,Express Air,-743.96,48.91,35,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.83,6/9/2010
5275,37541,2/26/2010,Medium,3,71.94,0.01,Regular Air,-70.68,20.95,5.99,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.65,2/28/2010
5276,37541,2/26/2010,Medium,10,550.61,0.08,Express Air,98.32,55.98,13.88,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1882,Small Box,0.36,2/27/2010
5277,37541,2/26/2010,Medium,18,1373.11,0.1,Regular Air,-599.54,80.98,35,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,2/28/2010
5325,37860,8/27/2010,Medium,1,104.85,0.07,Regular Air,-98.31,55.5,52.2,Mike Pelletier,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Cleatmat¨ Chair Mats for Medium Pile Carpets,Medium Box,0.72,8/29/2010
5659,40036,6/7/2010,Not Specified,10,568.3355,0.02,Regular Air,-147.36,65.99,8.99,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,8260,Small Box,0.58,6/8/2010
5746,40804,3/12/2010,Medium,36,4273.8,0.06,Delivery Truck,-1775.83,122.99,70.2,Barry French,Northwest Territories,Northwest Territories,Consumer,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,3/14/2010
5944,42209,3/29/2010,High,5,324.55,0.08,Regular Air,-12.82,67.84,0.99,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,Small Box,0.58,3/29/2010
5945,42209,3/29/2010,High,31,8901.78,0.04,Regular Air,2795.36,276.2,24.49,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,,4/1/2010
6007,42561,2/6/2010,Low,15,1062.959,0.07,Express Air,298.48,85.99,2.5,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Accessory12,Small Box,0.35,2/8/2010
6029,42695,12/22/2010,Not Specified,12,710.328,0.02,Regular Air,-10.30,65.99,5.31,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,3390,Small Box,0.57,12/24/2010
6103,43236,7/3/2010,Not Specified,20,205.33,0,Regular Air,10.68,9.77,6.02,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48,7/5/2010
6118,43329,3/7/2010,Medium,42,2475.83,0.09,Regular Air,752.37,59.98,3.99,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,3/10/2010
6129,43392,12/31/2010,Medium,39,6553.45,0.03,Regular Air,2969.81,162.93,19.99,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,1/2/2011
