Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
965,6982,11/16/2011,Not Specified,5,544.41,0.09,Delivery Truck,-338.27,100.98,57.38,Dorothy Wardle,Nunavut,Nunavut,Corporate,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,11/18/2011
966,6982,11/16/2011,Not Specified,41,844.09,0.04,Regular Air,52.56,19.98,10.49,Dorothy Wardle,Nunavut,Nunavut,Corporate,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,11/18/2011
988,7110,8/7/2011,Low,22,6396.2,0.02,Regular Air,1902.24,276.2,24.49,Grant Carroll,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,,8/11/2011
1154,8391,8/28/2011,High,4,1266.72,0.04,Delivery Truck,-268.36,300.98,64.73,Sylvia Foulston,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,8/29/2011
1156,8419,9/29/2011,Critical,19,368.04,0.07,Express Air,70.39,19.98,5.97,Nicole Hansen,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Xerox 1936,Small Box,0.38,10/1/2011
1157,8419,9/29/2011,Critical,24,152.6,0.1,Regular Air,-86.62,6.48,7.03,Nicole Hansen,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Xerox 214,Small Box,0.37,9/30/2011
1226,8995,5/17/2011,High,5,24.16,0.08,Express Air,8.05,1.88,1.49,Beth Paige,Nunavut,Nunavut,Consumer,Office Supplies,Binders and Binder Accessories,Staples¨ General Use 3-Ring Binders,Small Box,0.37,5/18/2011
1227,8995,5/17/2011,High,41,270.84,0.1,Express Air,-78.02,6.48,5.86,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 1904,Small Box,0.36,5/18/2011
1228,8995,5/17/2011,High,35,3389.93,0.08,Express Air,737.94,102.3,21.26,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Furniture,Office Furnishings,Luxo Professional Combination Clamp-On Lamps,Large Box,0.59,5/18/2011
1229,8995,5/17/2011,High,42,266.36,0.07,Regular Air,-191.28,6.48,8.19,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 217,Small Box,0.37,5/18/2011
1230,8995,5/17/2011,High,46,89.41,0.01,Regular Air,-21.49,1.89,0.76,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83,5/19/2011
1259,9127,10/10/2011,Not Specified,7,2039.56,0.04,Express Air,-329.49,279.48,35,Bryan Davis,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8,10/12/2011
1337,9763,8/13/2011,Medium,44,176.26,0.07,Regular Air,75.13,4.13,0.5,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 506,Small Box,0.39,8/16/2011
1370,9927,8/16/2011,High,32,4655.07,0,Delivery Truck,-270.63,140.98,53.48,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65,8/17/2011
1371,9927,8/16/2011,High,44,10087.6,0.01,Regular Air,3387.35,218.08,18.06,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Lifetime Advantageª Folding Chairs, 4/Carton",Large Box,0.57,8/17/2011
1372,9927,8/16/2011,High,34,1608.08,0.09,Express Air,-82.16,50.98,6.5,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,8/17/2011
1462,10535,5/27/2011,Low,25,854.88,0.09,Regular Air,-44.14,33.98,19.99,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"Linden¨ 12"" Wall Clock With Oak Frame",Small Box,0.55,5/29/2011
1463,10535,5/27/2011,Low,46,80.27,0.09,Regular Air,-0.79,1.76,0.7,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 326,Wrap Bag,0.56,6/3/2011
1496,10791,8/19/2011,Not Specified,20,400.57,0.05,Regular Air,93.36,19.98,5.77,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,0.38,8/21/2011
1594,11495,7/4/2011,High,6,965.69,0,Delivery Truck,-144.20,146.34,43.75,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.65,7/5/2011
1710,12289,12/24/2011,Low,25,3019.41,0.04,Regular Air,1269.05,120.97,7.11,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,0.36,12/28/2011
1727,12419,10/15/2011,Critical,12,22079.47,0.06,Regular Air,5322.14,1938.02,13.99,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Polycom ViewStationª Adapter H323 Videoconferencing Unit,Medium Box,0.38,10/17/2011
1913,13702,9/10/2011,Low,6,209,0.08,Regular Air,12.32,35.44,7.5,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1906,Small Box,0.38,9/14/2011
1928,13795,4/10/2011,Not Specified,30,501.32,0.04,Regular Air,-119.08,15.99,13.18,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37,4/13/2011
1929,13795,4/10/2011,Not Specified,23,275.16,0.05,Express Air,43.35,11.34,5.01,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,4/13/2011
1930,13795,4/10/2011,Not Specified,37,1302.99,0.02,Regular Air,545.49,35.44,5.09,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1932,Small Box,0.38,4/11/2011
1978,14116,10/9/2011,High,1,40.1,0.09,Regular Air,-16.07,30.98,11.63,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,0.37,10/11/2011
1979,14116,10/9/2011,High,42,1414.05,0.09,Regular Air,161.48,34.54,14.72,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,10/10/2011
2114,15106,1/27/2011,Not Specified,42,283.58,0.03,Regular Air,-14.23,6.64,4.95,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37,1/29/2011
2115,15106,1/27/2011,Not Specified,39,5403.37,0.06,Delivery Truck,948.79,145.45,17.85,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,1/27/2011
2116,15106,1/27/2011,Not Specified,35,82.15,0.03,Regular Air,-6.33,2.21,1.12,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,0.58,1/29/2011
2129,15205,3/17/2011,Critical,18,4605.36,0.02,Delivery Truck,678.26,243.98,43.32,Julia West,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,3/19/2011
2130,15205,3/17/2011,Critical,42,1753.51,0.02,Regular Air,155.72,39.98,9.2,Julia West,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,3/18/2011
2206,15907,4/11/2011,High,36,1837.44,0.01,Delivery Truck,-1414.41,48.58,54.11,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,0.69,4/13/2011
2207,15907,4/11/2011,High,36,3722.29,0.04,Express Air,950.68,105.98,13.99,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65,4/14/2011
2208,15907,4/11/2011,High,4,28.05,0.09,Regular Air,-5.41,7.04,2.17,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Wrap Bag,0.38,4/12/2011
2383,17283,9/14/2011,Not Specified,4,5472.12,0.06,Delivery Truck,-2816.34,1360.14,14.7,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Jumbo Drum,0.59,9/15/2011
2489,18144,6/7/2011,Critical,48,207.08,0.09,Regular Air,-131.82,4.28,5.17,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1971,Small Box,0.4,6/9/2011
2490,18144,6/7/2011,Critical,8,234.28,0.09,Regular Air,-65.42,28.28,13.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.58,6/9/2011
2491,18144,6/7/2011,Critical,41,1779.8915,0.09,Regular Air,-250.17,55.99,5,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,6/9/2011
2643,19138,9/5/2011,Low,30,387,0.01,Express Air,-31.45,12.28,6.13,Carlos Daly,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.57,9/10/2011
2782,20071,9/17/2011,Medium,31,789.94,0.1,Delivery Truck,-190.41,25.98,14.36,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,9/19/2011
2796,20160,10/22/2011,Low,42,435.24,0.08,Express Air,174.89,10.31,1.79,Chad Cunningham,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Wrap Bag,0.38,10/24/2011
3140,22532,2/8/2011,Critical,13,121.66,0.03,Regular Air,-11.80,8.85,5.6,Carlos Soltero,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,2/8/2011
3359,24038,6/20/2011,High,38,103.07,0.1,Regular Air,-0.95,2.78,1.34,Jack Lebron,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,6/22/2011
3418,24387,8/10/2011,Critical,23,1003.31,0.01,Regular Air,51.90,40.97,14.45,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,8/11/2011
3419,24387,8/10/2011,Critical,17,6048.18,0.04,Delivery Truck,1418.36,349.45,60,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,,8/10/2011
3493,24871,3/23/2011,Medium,6,143.78,0.04,Regular Air,75.30,22.72,8.99,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,3/24/2011
3552,25318,11/19/2011,Critical,22,440.92,0.05,Express Air,-65.18,19.98,10.49,Julia West,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,0.49,11/21/2011
3688,26370,8/8/2011,Not Specified,12,270.23,0.08,Regular Air,52.02,22.84,5.47,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1929,Small Box,0.39,8/10/2011
3689,26370,8/8/2011,Not Specified,20,660.27,0.09,Express Air,63.83,34.76,5.49,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Home/Office Personal File Carts,Small Box,0.6,8/10/2011
3716,26531,6/20/2011,Medium,26,4688.9485,0,Regular Air,1215.44,205.99,5.26,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,i470,Small Box,0.56,6/22/2011
3821,27264,6/4/2011,Low,3,74.05,0.02,Regular Air,44.54,19.99,11.17,Henry Goldwyn,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,6/6/2011
3860,27553,8/12/2011,Medium,48,18235.47,0.03,Delivery Truck,1166.93,370.98,99,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,8/14/2011
3861,27553,8/12/2011,Medium,16,2631.107,0,Regular Air,297.11,179.99,13.99,Jim Radford,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Medium Box,0.57,8/14/2011
3891,27778,9/2/2011,Critical,1,232.67,0.02,Regular Air,-105.14,223.98,15.01,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL200 Manual Binding Machine,Small Box,0.38,9/4/2011
3892,27778,9/2/2011,Critical,34,4805.92,0.07,Delivery Truck,-393.96,140.98,36.09,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,9/4/2011
3929,28003,3/19/2011,Critical,31,157.79,0.09,Regular Air,-95.92,4.98,6.07,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1897,Small Box,0.36,3/21/2011
3936,28035,5/8/2011,Not Specified,19,376.21,0.03,Regular Air,89.56,18.99,5.23,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.37,5/10/2011
4050,28870,11/10/2011,High,35,3310.9455,0.05,Regular Air,822.40,115.99,2.5,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,6160,Small Box,0.57,11/13/2011
4082,29095,3/8/2011,Not Specified,40,291.67,0.01,Regular Air,54.46,6.75,2.99,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock¨ D-Ring Binders,Small Box,0.35,3/9/2011
4164,29510,4/15/2011,Critical,22,6123.94,0.01,Delivery Truck,1292.44,260.98,41.91,Don Miller,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,4/17/2011
4193,29795,11/25/2011,High,49,19325.2,0.05,Regular Air,8793.54,387.99,19.99,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.38,11/26/2011
4194,29795,11/25/2011,High,48,8380.22,0,Delivery Truck,813.83,160.98,35.02,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72,11/26/2011
4305,30658,3/26/2011,Medium,35,17387.65,0.08,Regular Air,6907.61,499.99,24.49,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,3/27/2011
4306,30658,3/26/2011,Medium,44,6040.22,0.05,Regular Air,-942.50,138.14,35,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,,3/28/2011
4372,31169,6/9/2011,Low,6,254.76,0.06,Regular Air,109.88,40.97,14.45,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,6/13/2011
4429,31558,7/23/2011,Low,12,3671.3,0.04,Regular Air,900.06,300.65,24.49,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.52,7/28/2011
4430,31558,7/23/2011,Low,42,1763.6,0.08,Regular Air,455.37,45.19,1.99,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,7/23/2011
4437,31618,7/11/2011,Critical,14,403.17,0.02,Regular Air,147.45,28.53,1.49,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,7/11/2011
4607,32806,6/21/2011,Critical,8,178.78,0.02,Regular Air,-28.34,20.24,8.99,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",Small Pack,0.46,6/22/2011
4687,33377,7/31/2011,High,20,100.4,0.06,Regular Air,11.94,5.18,2.04,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Array¨ Memo Cubes,Wrap Bag,0.36,8/2/2011
4688,33377,7/31/2011,High,19,327.15,0.04,Regular Air,47.30,17.24,3.26,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Fiskars 8"" Scissors, 2/Pack",Small Pack,0.56,8/1/2011
4746,33734,10/17/2011,Not Specified,13,371.94,0.05,Regular Air,106.53,29.14,4.86,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,"Snap-A-Way¨ Black Print Carbonless Speed Message, No Reply Area, Duplicate",Wrap Bag,0.38,10/18/2011
4812,34215,5/14/2011,High,6,35.65,0.02,Regular Air,-5.92,5.34,2.99,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,5/15/2011
4957,35266,1/10/2011,Not Specified,39,217.25,0.07,Regular Air,33.50,5.84,1.2,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,1/10/2011
4958,35266,1/10/2011,Not Specified,28,5993.74,0.07,Delivery Truck,-998.94,218.75,69.64,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,1/12/2011
5048,36001,3/28/2011,Low,45,1038.82,0.05,Regular Air,-78.36,22.38,15.1,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.38,3/30/2011
5049,36001,3/28/2011,Low,47,564.39,0.09,Regular Air,51.82,12.95,4.98,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,4/1/2011
5075,36135,5/30/2011,Not Specified,33,999.226,0.02,Regular Air,381.17,35.99,3.3,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,5/31/2011
5569,39457,6/2/2011,Critical,40,4842.21,0.03,Delivery Truck,-1975.26,122.99,70.2,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,6/2/2011
5598,39683,8/10/2011,High,31,615.58,0.04,Regular Air,168.00,18.99,5.23,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.37,8/13/2011
5599,39683,8/10/2011,High,41,8387.1,0.1,Regular Air,2113.95,218.08,18.06,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Lifetime Advantageª Folding Chairs, 4/Carton",Large Box,0.57,8/11/2011
5600,39683,8/10/2011,High,6,126.02,0.09,Regular Air,66.97,20.24,6.67,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,8/11/2011
5601,39683,8/10/2011,High,30,68.14,0,Regular Air,6.37,2.18,0.78,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,8/12/2011
5805,41184,9/22/2011,High,7,120.03,0.02,Regular Air,-56.06,15.7,11.25,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,9/24/2011
