Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1842,13280,9/11/2009,High,40,460.68,0.01,Regular Air,-116.76,10.9,7.46,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Crate-A-Filesª,Small Box,0.59,9/12/2009
1843,13280,9/11/2009,High,49,318.7585,0.1,Regular Air,-160.95,7.99,5.03,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,9/12/2009
1848,13313,7/16/2009,Not Specified,47,1020.61,0.04,Regular Air,-209.61,21.66,13.99,Skye Norling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Medium Box,0.52,7/17/2009
2117,15108,8/27/2009,High,50,2066.16,0.02,Regular Air,372.36,40.99,17.48,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1893,Small Box,0.36,8/29/2009
2283,16451,7/22/2009,Not Specified,9,252.79,0.09,Regular Air,58.23,30.56,2.99,Don Jones,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Surelockª Post Binders,Small Box,0.35,7/23/2009
2296,16547,2/18/2009,Not Specified,30,10554.63,0.09,Delivery Truck,1240.25,355.98,58.92,Nicole Hansen,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuisª Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,2/20/2009
2297,16547,2/18/2009,Not Specified,8,1749.64,0.04,Delivery Truck,-533.23,218.75,69.64,Nicole Hansen,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,2/18/2009
2445,17764,9/16/2009,Low,27,644.4,0.04,Regular Air,-97.28,22.84,16.87,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1982,Small Box,0.39,9/16/2009
2483,18080,6/22/2009,High,7,1211.98,0.1,Delivery Truck,-80.83,180.98,26.2,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,6/23/2009
2520,18308,10/9/2009,Not Specified,30,114.12,0.05,Regular Air,15.73,3.8,1.49,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,10/11/2009
2521,18308,10/9/2009,Not Specified,15,436.05,0.09,Regular Air,-92.58,30.73,4,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,10/9/2009
2522,18308,10/9/2009,Not Specified,49,5247.4835,0,Regular Air,1465.87,125.99,8.08,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,StarTAC ST7762,Small Box,0.57,10/10/2009
2624,19010,6/7/2009,Low,18,23792.93,0,Regular Air,10951.31,1270.99,19.99,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.35,6/9/2009
2637,19078,7/27/2009,Critical,21,256.12,0.03,Regular Air,-18.19,11.97,4.98,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,7/28/2009
2726,19655,1/11/2009,High,31,1143.45,0.06,Regular Air,304.42,39.24,1.99,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.51,1/12/2009
2768,20007,8/5/2009,Not Specified,49,82.61,0.08,Regular Air,-46.25,1.68,1.57,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,8/6/2009
2811,20263,11/14/2009,Medium,8,473.7,0.05,Regular Air,72.51,59.78,10.29,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39,11/15/2009
2812,20263,11/14/2009,Medium,33,553.5625,0.08,Regular Air,-76.86,20.99,1.25,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Accessory29,Small Pack,0.83,11/16/2009
2956,21383,1/30/2009,Low,31,16066.85,0.07,Regular Air,7416.43,574.74,24.49,Rick Reed,Northwest Territories,Northwest Territories,Consumer,Technology,Office Machines,Polycom ViaVideoª Desktop Video Communications Unit,Large Box,0.37,2/4/2009
3006,21636,8/10/2009,Low,35,1665.0395,0.02,Regular Air,366.51,55.99,3.3,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory24,Small Pack,0.59,8/10/2009
3110,22342,5/29/2009,Low,13,241.706,0,Regular Air,-92.96,20.99,3.3,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,6/5/2009
3284,23488,1/6/2009,Critical,30,26133.39,0.04,Delivery Truck,-11053.60,880.98,44.55,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62,1/7/2009
3406,24294,8/2/2009,Not Specified,24,4865.72,0.03,Delivery Truck,1951.30,200.97,15.59,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,8/3/2009
3719,26567,9/4/2009,Critical,8,50.7,0.08,Regular Air,-44.07,5.4,7.78,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,9/4/2009
3720,26567,9/4/2009,Critical,10,90.06,0.09,Express Air,-100.51,8.46,8.99,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Imation 3.5 IBM Diskettes, 10/Box",Small Pack,0.79,9/7/2009
3721,26567,9/4/2009,Critical,22,338.52,0.21,Regular Air,-17.75,14.98,8.99,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,9/5/2009
3722,26567,9/4/2009,Critical,48,6109.817,0.04,Regular Air,1374.95,155.99,8.08,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,300 Series Non-Flip,Small Box,0.6,9/5/2009
3760,26854,6/21/2009,Not Specified,1,34.11,0.02,Regular Air,-12.95,25.38,8.99,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,6/22/2009
3806,27111,3/11/2009,High,11,1064.23,0.06,Regular Air,-127.56,99.99,19.99,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,3/14/2009
3807,27111,3/11/2009,High,18,3497.05,0,Regular Air,282.18,193.17,19.99,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Fellowes Staxonsteel¨ Drawer Files,Small Box,0.71,3/12/2009
3808,27111,3/11/2009,High,44,774.0525,0.08,Express Air,-96.34,20.99,3.3,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory39,Small Pack,0.81,3/11/2009
3863,27555,9/1/2009,Critical,32,209.42,0.1,Regular Air,65.41,6.74,1.72,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8Ó x 11Ó",Wrap Bag,0.35,9/3/2009
3947,28135,9/25/2009,Critical,37,1601.24,0.08,Regular Air,520.69,46.89,5.1,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,9/27/2009
3948,28135,9/25/2009,Critical,40,501.31,0.05,Regular Air,38.23,12.98,3.14,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme¨ 8"" Straight Scissors",Small Pack,0.6,9/25/2009
3992,28486,8/26/2009,High,2,811.13,0.08,Regular Air,-517.47,415.88,11.37,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,8/27/2009
4017,28675,10/8/2009,Critical,15,822.8425,0.1,Regular Air,4.39,65.99,5.92,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,252,Small Box,0.55,10/9/2009
4118,29287,7/2/2009,High,50,281.39,0.1,Regular Air,-106.40,5.74,5.01,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,7/4/2009
4119,29287,7/2/2009,High,49,12593.91,0.09,Delivery Truck,2699.67,270.97,28.06,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56,7/4/2009
4369,31111,8/24/2009,Not Specified,27,217.93,0.03,Regular Air,-29.02,7.64,5.83,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,8/26/2009
4401,31364,5/1/2009,Not Specified,2,789.01,0.07,Regular Air,-539.59,415.88,11.37,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.57,5/1/2009
4459,31781,1/16/2009,Medium,46,249.02,0.1,Regular Air,-282.61,5.81,8.49,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.39,1/17/2009
4460,31781,1/16/2009,Medium,41,78.49,0.03,Regular Air,5.53,1.81,0.75,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,1/17/2009
4763,33888,8/20/2009,Not Specified,31,349.43,0.04,Regular Air,-44.92,11.5,7.19,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,8/23/2009
4764,33888,8/20/2009,Not Specified,3,58.33,0.02,Regular Air,-35.08,15.7,11.25,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.6,8/21/2009
4765,33888,8/20/2009,Not Specified,47,10377.22,0.05,Delivery Truck,965.48,225.02,28.66,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,0.72,8/22/2009
4803,34177,8/15/2009,High,13,34.42,0.02,Regular Air,9.47,2.61,0.5,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 494,Small Box,0.39,8/18/2009
4804,34177,8/15/2009,High,26,172.76,0.1,Regular Air,73.18,7.31,0.49,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,8/16/2009
4805,34177,8/15/2009,High,50,853.162,0.1,Regular Air,-83.95,20.99,2.5,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.81,8/16/2009
4864,34631,10/23/2009,Not Specified,5,22.06,0.06,Regular Air,-22.28,3.36,6.27,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,10/24/2009
4865,34631,10/23/2009,Not Specified,19,12616.2,0.07,Regular Air,2808.22,699.99,24.49,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,10/25/2009
5031,35847,1/30/2009,Critical,23,361.65,0.08,Express Air,-144.27,15.98,8.99,Eugene Barchas,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.64,1/30/2009
5154,36707,11/29/2009,Medium,47,181.78,0.02,Regular Air,71.56,3.78,0.71,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,11/30/2009
5312,37793,11/8/2009,Not Specified,16,224.47,0.08,Regular Air,-49.31,13.9,7.59,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Small Pack,0.56,11/9/2009
5628,39846,2/27/2009,Low,14,71.47,0.06,Regular Air,-62.73,4.98,4.62,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.64,3/6/2009
5681,40160,10/15/2009,Critical,23,1404.22,0.1,Regular Air,202.87,63.94,14.48,Julia West,Northwest Territories,Northwest Territories,Consumer,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,0.46,10/16/2009
5719,40518,3/13/2009,Critical,3,17.52,0.05,Regular Air,-12.16,4.13,5.04,Carlos Daly,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,"ACCOHIDE¨ 3-Ring Binder, Blue, 1""",Small Box,0.38,3/14/2009
5764,40902,7/7/2009,Low,25,192.18,0.02,Regular Air,-48.88,7.1,6.05,Susan Vittorini,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,7/9/2009
5802,41153,3/2/2009,Medium,29,862.2,0.1,Regular Air,-45.10,30.73,4,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,3/3/2009
5877,41696,7/13/2009,Not Specified,45,237.28,0.03,Express Air,-2088.68,4.48,49,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Hoover Portapowerª Portable Vacuum,Large Box,0.6,7/15/2009
6067,42981,5/30/2009,Critical,4,3510.82,0.05,Regular Air,232.44,896.99,19.99,Susan Vittorini,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.38,6/1/2009
6119,43330,4/27/2009,Not Specified,40,2205.7585,0.03,Regular Air,337.04,65.99,8.99,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,8260,Small Box,0.58,4/28/2009
6319,44708,7/27/2009,Not Specified,15,30.68,0.02,Regular Air,-37.39,1.74,4.08,Allen Rosenblatt,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53,7/28/2009
6324,44772,3/31/2009,Not Specified,1,54.077,0.07,Express Air,-232.99,55.99,5,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,4/2/2009
6736,47943,11/14/2009,Medium,12,61.09,0.04,Regular Air,24.06,4.91,0.5,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Avery 478,Small Box,0.36,11/14/2009
6737,47943,11/14/2009,Medium,48,777.76,0.02,Regular Air,63.46,15.94,5.45,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Small Pack,0.55,11/15/2009
6783,48295,11/23/2009,Medium,48,10051.52,0.05,Regular Air,4938.78,204.1,13.99,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Technology,Office Machines,"Soundgear Copyboard Conference Phone, Optional Battery",Medium Box,0.37,11/25/2009
6894,49154,3/6/2009,Medium,26,1523.5,0.07,Regular Air,-807.89,60.98,49,Joy Bell,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59,3/7/2009
7060,50374,5/30/2009,Not Specified,30,3482.41,0.05,Regular Air,1443.35,120.98,9.07,Susan Vittorini,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Electric Binding Machine,Small Box,0.35,5/31/2009
7111,50754,12/9/2009,Not Specified,9,64.0305,0.06,Regular Air,-58.34,7.99,5.03,Becky Castell,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,12/10/2009
7352,52386,1/5/2009,High,6,700.73,0.08,Delivery Truck,-188.58,120.97,26.3,Susan Vittorini,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Canon S750 Color Inkjet Printer,Jumbo Drum,0.38,1/7/2009
7500,53511,2/20/2009,Medium,41,241.1,0.07,Regular Air,-243.24,5.81,8.49,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.39,2/22/2009
7501,53511,2/20/2009,Medium,49,491.93,0.04,Regular Air,-53.62,9.65,6.22,Anthony Johnson,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,"Eldon Expressionsª Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55,2/21/2009
7530,53797,10/1/2009,Critical,10,623.71,0.01,Delivery Truck,-213.32,58.14,36.61,Doug Bickford,Northwest Territories,Northwest Territories,Small Business,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,10/1/2009
7628,54567,8/2/2009,Medium,31,196.74,0.09,Regular Air,-61.59,6.28,5.41,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,Eldon¨ 200 Classª Desk Accessories,Small Box,0.53,8/4/2009
7716,55298,8/2/2009,Critical,1,368.66,0.01,Delivery Truck,-165.60,300.98,64.73,Bryan Mills,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,8/3/2009
7813,55875,11/25/2009,Critical,50,413.86,0,Regular Air,39.29,7.59,4,Brad Eason,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,"Master Giant Foot¨ Doorstop, Safety Yellow",Wrap Bag,0.42,11/28/2009
7814,55875,11/25/2009,Critical,31,178.45,0.09,Regular Air,-104.96,5.98,4.69,Brad Eason,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,"Perma STOR-ALLª Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,11/25/2009
8057,57509,2/21/2009,Low,39,199.39,0.1,Express Air,101.13,4.91,0.5,Neola Schneider,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,2/21/2009
8058,57509,2/21/2009,Low,11,2770.35,0.09,Delivery Truck,-202.58,259.71,66.67,Neola Schneider,Northwest Territories,Northwest Territories,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61,2/26/2009
8133,58144,12/16/2009,Low,29,778.38,0.01,Regular Air,257.32,26.38,5.86,Muhammed MacIntyre,Prince Edward Island,Atlantic,Small Business,Office Supplies,Paper,Xerox 1935,Small Box,0.39,12/23/2009
8176,58434,3/9/2009,High,42,843.53,0.04,Regular Air,268.32,19.23,6.15,Dorothy Badders,Prince Edward Island,Atlantic,Home Office,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Small Pack,0.44,3/10/2009
8208,58688,3/29/2009,Not Specified,18,215.93,0.08,Regular Air,-41.87,11.97,5.81,Grant Carroll,Prince Edward Island,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,3/31/2009
8290,59207,5/18/2009,Critical,42,9502.736,0.02,Delivery Truck,-945.56,280.98,81.98,Sylvia Foulston,Prince Edward Island,Atlantic,Corporate,Furniture,Tables,Global Adaptabilitiesª Conference Tables,Jumbo Box,0.78,5/18/2009
105,645,12/2/2009,High,42,557.85,0.05,Regular Air,89.45,12.95,4.98,Harold Engle,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,12/4/2009
636,4454,2/1/2009,Low,17,55.45,0.01,Regular Air,21.42,3.08,0.5,Erica Bern,Prince Edward Island,Atlantic,Corporate,Office Supplies,Labels,Avery 497,Small Box,0.37,2/6/2009
762,5446,6/20/2009,Low,42,433.68,0.07,Regular Air,44.10,10.98,4.8,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box,0.36,6/27/2009
1225,8994,4/7/2009,Low,36,1423.35,0.1,Regular Air,-580.32,40.48,19.99,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,4/9/2009
1501,10851,4/6/2009,High,50,608.21,0.09,Regular Air,-175.13,12.88,4.59,Jenna Caffey,Prince Edward Island,Atlantic,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,0.82,4/6/2009
1810,12934,3/5/2009,Not Specified,45,440.39,0.05,Regular Air,186.64,9.78,1.39,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.39,3/6/2009
1811,12934,3/5/2009,Not Specified,27,96.99,0.02,Express Air,-66.35,3.28,3.97,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,3/6/2009
1826,13120,12/14/2009,Low,46,590.43,0.09,Regular Air,82.59,12.95,4.98,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,12/21/2009
